selection,view,channel,start_time,end_time,LowFreq,HighFreq,sound_category,sound_type,confidence,notes,name,filename
5,Spectrogram 1,1,2810.475705,2812.794233,445.778,1583.71,elephant_vocalization,trumpet,3,,della,ELOC20_1656492799543_2022-07-08_13-53-20.wav
6,Spectrogram 1,1,2791.163955,2792.70381,459.106,1579.186,elephant_vocalization,trumpet,3,,della,ELOC20_1656492799543_2022-07-08_13-53-20.wav
7,Spectrogram 1,1,2816.390404,2817.285689,692.308,1004.525,elephant_vocalization,trumpet,3,,della,ELOC20_1656492799543_2022-07-08_13-53-20.wav
8,Spectrogram 1,1,2799.593658,2801.434488,466.584,3044.065,elephant_vocalization,trumpet,3,,della,ELOC20_1656492799543_2022-07-08_13-53-20.wav
9,Spectrogram 1,1,2835.447169,2836.941734,1023.7,1203.62,elephant_vocalization,trumpet,3,,della,ELOC20_1656492799543_2022-07-08_13-53-20.wav
10,Spectrogram 1,1,2857.349593,2858.366638,287.962,1427.012,elephant_vocalization,trumpet,3,,della,ELOC20_1656492799543_2022-07-08_13-53-20.wav
11,Spectrogram 1,1,2807.459696,2809.115913,780.697,1475.113,elephant_vocalization,trumpet,3,,della,ELOC20_1656492799543_2022-07-08_13-53-20.wav
12,Spectrogram 1,1,2838.781704,2840.207859,432.76,1606.188,elephant_vocalization,trumpet,3,,della,ELOC20_1656492799543_2022-07-08_13-53-20.wav
13,Spectrogram 1,1,2812.811293,2814.302062,493.213,1420.814,elephant_vocalization,trumpet,3,,della,ELOC20_1656492799543_2022-07-08_13-53-20.wav
14,Spectrogram 1,1,2817.35921,2819.827424,246.368,1447.964,elephant_vocalization,trumpet,3,,della,ELOC20_1656492799543_2022-07-08_13-53-20.wav
1,Spectrogram 1,1,1192.413978,1193.911381,4.3,1957.4,human_sound,firecracker,3,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
2,Spectrogram 1,1,2824.346689,2831.584135,22.5,35.9,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
3,Spectrogram 1,1,3122.454049,3126.821473,25.2,35.5,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
4,Spectrogram 1,1,3168.124846,3171.369218,29.2,36.3,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
5,Spectrogram 1,1,3174.114456,3178.48188,25.2,32.7,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
6,Spectrogram 1,1,3208.804276,3214.91867,26.4,37.1,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
7,Spectrogram 1,1,3339.327619,3345.941147,22.5,32.7,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
8,Spectrogram 1,1,3346.315498,3351.057273,31.2,42.6,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
9,Spectrogram 1,1,3352.804242,3357.670801,25.2,36.3,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
10,Spectrogram 1,1,3334.960195,3338.454135,24.4,31.2,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
11,Spectrogram 1,1,3403.27905,3408.145609,18.1,26.8,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
12,Spectrogram 1,1,3412.513033,3416.880457,22.5,30,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
13,Spectrogram 1,1,3422.246149,3426.114439,19.7,28.8,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
14,Spectrogram 1,1,3426.987924,3430.980998,23.7,31.5,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
15,Spectrogram 1,1,3437.719309,3442.835434,19.3,28.4,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
16,Spectrogram 1,1,3449.573746,3454.689871,19.3,28.4,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
17,Spectrogram 1,1,3455.563277,3460.804186,20.9,31.5,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
18,Spectrogram 1,1,3470.287673,3474.031179,19.7,36.69,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
19,Spectrogram 1,1,3478.024252,3487.133451,20.3,30.4,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
20,Spectrogram 1,1,3488.13172,3490.752174,27.8,38.5,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
21,Spectrogram 1,1,3376.575372,3385.83639,21.023,42.067,elephant_vocalization,growl,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
22,Spectrogram 1,1,3498.987855,3500.360474,32.998,2458.83,elephant_sound,unidentified,1,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
23,Spectrogram 1,1,3492.748602,3494.869922,18.707,6349.49,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
24,Spectrogram 1,1,3438.374423,3438.811165,106.154,2279.734,elephant_sound,snort,3,,fanny,ELOC20_1656492799543_2022-07-08_16-53-20.wav
1,Spectrogram 1,1,151.5608583,151.9352089,182.4,1670.081,elephant_vocalization,bark,1,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
2,Spectrogram 1,1,168.1570698,168.8174014,100,1726.606,elephant_vocalization,roar,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
3,Spectrogram 1,1,244.364739,244.982386,64.8,2345.2,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
4,Spectrogram 1,1,257.4712406,258.4071172,77.4,5845.386,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
5,Spectrogram 1,1,284.9000299,285.96069,548.4,5671.301,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
6,Spectrogram 1,1,322.585568,323.4590528,355.371,6251.5,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
7,Spectrogram 1,1,331.4451997,332.2582085,12.1,6269.4,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
8,Spectrogram 1,1,334.5647884,335.6254485,18.152,6402.902,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
9,Spectrogram 1,1,335.7522485,336.5633416,448.1,4646.1,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
10,Spectrogram 1,1,336.438558,337.4368264,255.4,5971.3,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
11,Spectrogram 1,1,338.2480203,339.4958557,111.4,6875,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
12,Spectrogram 1,1,340.3672232,341.1783163,101,6854.726,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
13,Spectrogram 1,1,339.5588805,340.0580146,507.9,2374.2,elephant_vocalization,trumpet,2,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
14,Spectrogram 1,1,343.239995,344.363047,12.9,3477.5,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
15,Spectrogram 1,1,442.1379396,443.0114245,561.8,3536.023,elephant_vocalization,trumpet,2,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
16,Spectrogram 1,1,485.7216008,486.0959514,443.182,1514.36,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
17,Spectrogram 1,1,491.6781722,492.4892653,404.403,1545.3,elephant_vocalization,trumpet,3,,fanny,ELOC20_1656492799543_2022-07-08_17-53-20.wav
1,Spectrogram 1,1,2646.222943,2648.419306,390.1,1235.6,elephant_vocalization,roar,3,,shinta,ELOC20_1656492799543_2022-07-09_07-53-20.wav
2,Spectrogram 1,1,2656.904866,2658.263796,380.971,1277.5,elephant_vocalization,roar,3,,shinta,ELOC20_1656492799543_2022-07-09_07-53-20.wav
3,Spectrogram 1,1,2666.902708,2668.261638,358.688,1246.1,elephant_vocalization,roar,3,,shinta,ELOC20_1656492799543_2022-07-09_07-53-20.wav
4,Spectrogram 1,1,2669.559274,2670.979499,407.71,1402.1,elephant_vocalization,roar,3,,shinta,ELOC20_1656492799543_2022-07-09_07-53-20.wav
5,Spectrogram 1,1,2647.952056,2649.310986,137.701,405.08,elephant_vocalization,growl,3,,shinta,ELOC20_1656492799543_2022-07-09_07-53-20.wav
2,Spectrogram 1,1,221.2544888,222.7104853,42.215,1507.9,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_08-53-20.wav
4,Spectrogram 1,1,2153.85975,2154.927481,131.766,1767.3,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_08-53-20.wav
5,Spectrogram 1,1,2444.47442,2445.542151,92.553,1884.7,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_08-53-20.wav
6,Spectrogram 1,1,2447.793945,2448.892126,75.462,1808.2,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_08-53-20.wav
7,Spectrogram 1,1,2449.029399,2450.402125,39.128,1691,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_08-53-20.wav
8,Spectrogram 1,1,3077.557993,3078.625723,90.565,1186.5,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_08-53-20.wav
9,Spectrogram 1,1,3213.418656,3214.777586,188.097,1323.7,elephant_sound,breathing,3,,shinta,ELOC20_1656492799543_2022-07-09_08-53-20.wav
1,Spectrogram 1,1,2347.0351,2348.407831,35.209,2555.545,elephant_sound,unidentified,2,,shinta,ELOC20_1656492799543_2022-07-09_09-53-20.wav
1,Spectrogram 1,1,801.6185012,802.686232,0,2884.829,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_10-53-20.wav
1,Spectrogram 1,1,11.06557339,11.99086784,40.856,1735.6,elephant_sound,unidentified,3,,shinta,ELOC20_1656492799543_2022-07-09_11-53-20.wav
2,Spectrogram 1,1,43.58282851,44.74762571,38.911,3125.3,elephant_sound,breathing,3,,shinta,ELOC20_1656492799543_2022-07-09_11-53-20.wav
3,Spectrogram 1,1,776.1912551,777.6472516,11.3,6023.6,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_11-53-20.wav
4,Spectrogram 1,1,795.6688944,796.769339,40.856,2038.3,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_11-53-20.wav
5,Spectrogram 1,1,1346.85195,1348.307947,508.5,1823.5,elephant_sound,unidentified,3,,shinta,ELOC20_1656492799543_2022-07-09_11-53-20.wav
2,Spectrogram 1,1,219.9170655,220.9847962,192.5,1508.6,elephant_sound,breathing,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
3,Spectrogram 1,1,223.1202578,224.0181223,194.4,1657.784,elephant_sound,unidentified,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
4,Spectrogram 1,1,249.7996793,252.3117286,163.265,2606.8,elephant_sound,drink,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
5,Spectrogram 1,1,341.7498256,343.5576879,127.551,1882.5,elephant_sound,drink,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
6,Spectrogram 1,1,1424.63288,1426.283009,28.004,375.189,elephant_vocalization,growl,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
7,Spectrogram 1,1,1426.736493,1428.483689,46.7,392.4,elephant_vocalization,growl,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
8,Spectrogram 1,1,1429.26022,1431.007416,49.1,318.8,elephant_vocalization,growl,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
9,Spectrogram 1,1,1431.69953,1433.17379,42.006,943.8,elephant_vocalization,rumble,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
10,Spectrogram 1,1,1438.869797,1441.102325,16.7,3832.2,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
11,Spectrogram 1,1,1444.784001,1447.404795,16.2,8000,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
12,Spectrogram 1,1,1448.180208,1450.606869,96.5,3189.828,elephant_vocalization,roar,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
13,Spectrogram 1,1,1577.35868,1578.984543,103.922,1303.7,elephant_cause,water_splash,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
14,Spectrogram 1,1,1580.229521,1581.976717,118.5,2250,elephant_cause,water_splash,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
15,Spectrogram 1,1,1848.411075,1849.624406,133.02,1075.5,elephant_cause,water_splash,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
16,Spectrogram 1,1,1948.296852,1950.068314,21.569,4649.6,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
17,Spectrogram 1,1,2361.374702,2363.364564,74.51,4321.99,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
18,Spectrogram 1,1,2363.681633,2364.703982,7.404,1169.873,elephant_vocalization,bark,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
19,Spectrogram 1,1,2375.450866,2376.411774,423.648,1701.571,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
20,Spectrogram 1,1,2376.614132,2377.509956,27.487,3669.721,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
21,Spectrogram 1,1,2381.55951,2382.932237,193.717,3816.318,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
22,Spectrogram 1,1,2392.488731,2393.265262,358.639,1125.447,elephant_vocalization,trumpet,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
23,Spectrogram 1,1,2409.402557,2410.250111,198.953,719.895,elephant_vocalization,roar,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
24,Spectrogram 1,1,3061.31486,3062.67379,357.054,1347.004,elephant_sound,unidentified,2,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
25,Spectrogram 1,1,3249.955941,3251.120738,54.974,1589.005,elephant_vocalization,bark,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
26,Spectrogram 1,1,1446.382707,1447.618161,14.398,756.407,elephant_vocalization,rumble,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
27,Spectrogram 1,1,1448.167251,1449.402705,48.429,221.067,elephant_vocalization,growl,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
30,Spectrogram 1,1,2377.449189,2378.478734,53.182,776.798,elephant_sound,unidentified,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
31,Spectrogram 1,1,2412.925629,2413.749265,188.482,2039.267,elephant_cause,breaking_grass,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
32,Spectrogram 1,1,2410.250976,2411.005976,317.336,1476.44,elephant_vocalization,roar,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
33,Spectrogram 1,1,2411.178678,2412.149343,223.979,615.319,elephant_vocalization,roar,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
34,Spectrogram 1,1,2411.518411,2412.731741,220.277,783.252,elephant_vocalization,roar,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
35,Spectrogram 1,1,3063.899672,3064.870337,267.957,1115.745,elephant_sound,unidentified,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
36,Spectrogram 1,1,3067.297585,3068.268249,37.021,760.788,elephant_sound,unidentified,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
37,Spectrogram 1,1,3194.660691,3195.534289,192.511,464.617,elephant_sound,unidentified,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
38,Spectrogram 1,1,3245.789561,3246.566093,227.681,536.809,elephant_sound,unidentified,3,,shinta,ELOC20_1656492799543_2022-07-09_12-53-20.wav
3,Spectrogram 1,1,859.5696801,861.0256766,5.2,2421.5,elephant_vocalization,trumpet,2,,shinta,ELOC20_1656492799543_2022-07-09_13-53-20.wav
4,Spectrogram 1,1,1333.265236,1334.527099,26.2,1680.6,elephant_sound,breathing,3,,shinta,ELOC20_1656492799543_2022-07-09_13-53-20.wav
5,Spectrogram 1,1,2229.069704,2230.719833,128.3,1785.3,elephant_sound,breathing,2,,shinta,ELOC20_1656492799543_2022-07-09_13-53-20.wav
6,Spectrogram 1,1,2645.662323,2647.409518,476.4,1798.4,elephant_sound,breathing,2,,shinta,ELOC20_1656492799543_2022-07-09_13-53-20.wav
1,Spectrogram 1,1,2652.823495,2656.401393,25.597,947.075,elephant_vocalization,roar_rumble,3,,della,ELOC20_1656492799543_2022-07-13_14-53-20.wav
2,Spectrogram 1,1,2660.794509,2662.923132,102.387,923.077,elephant_vocalization,roar_rumble,3,,della,ELOC20_1656492799543_2022-07-13_14-53-20.wav
3,Spectrogram 1,1,2665.836659,2668.794782,140.781,1110.254,elephant_vocalization,roar_rumble,3,,della,ELOC20_1656492799543_2022-07-13_14-53-20.wav
4,Spectrogram 1,1,2692.859726,2695.848857,180.995,761.5,elephant_vocalization,roar_rumble,3,,della,ELOC20_1656492799543_2022-07-13_14-53-20.wav
5,Spectrogram 1,1,2698.385088,2701.691248,122.172,735.294,elephant_vocalization,roar_rumble,3,,della,ELOC20_1656492799543_2022-07-13_14-53-20.wav
6,Spectrogram 1,1,2647.724452,2651.25706,81.448,895.928,elephant_vocalization,roar_rumble,3,,della,ELOC20_1656492799543_2022-07-13_14-53-20.wav
7,Spectrogram 1,1,2642.854913,2646.954524,276.018,972.672,elephant_vocalization,roar,3,,della,ELOC20_1656492799543_2022-07-13_14-53-20.wav
8,Spectrogram 1,1,2680.188085,2682.807864,47.511,929.864,elephant_vocalization,roar_rumble,3,,della,ELOC20_1656492799543_2022-07-13_14-53-20.wav
9,Spectrogram 1,1,2686.392795,2689.064896,131.183,925.339,elephant_vocalization,roar_rumble,3,,della,ELOC20_1656492799543_2022-07-13_14-53-20.wav
10,Spectrogram 1,1,2704.544492,2706.220217,169.578,723.982,elephant_vocalization,roar_rumble,3,,della,ELOC20_1656492799543_2022-07-13_14-53-20.wav
1,Spectrogram 1,1,2399.176765,2400.899589,197.4,2216,elephant_vocalization,roar,2,,della,ELOC20_1656492799543_2022-07-13_15-53-20.wav
2,Spectrogram 1,1,1764.2905,1765.123422,0,6293.843,elephant_vocalization,trumpet,3,,della,ELOC20_1656492799543_2022-07-13_16-53-20.wav
3,Spectrogram 1,1,1765.123422,1766.0674,0,6218.283,elephant_vocalization,roar_rumble,3,,della,ELOC20_1656492799543_2022-07-13_16-53-20.wav
1,Spectrogram 1,1,201.8874717,203.2720871,503.3,1846.5,elephant_vocalization,trumpet,3,,della,ELOC20_1656492799543_2022-07-13_17-53-20.wav
1,Spectrogram 1,1,143.2747881,152.6245379,105.7,557.1,human_sound,motorcycle_sound,3,,tami,ELOC22_1654436828881_2022-07-01_14-47-09.wav
2,Spectrogram 1,1,2970.926852,2983.342094,116.2,358.5,human_sound,motorcycle_sound,3,,tami,ELOC22_1654436828881_2022-07-01_14-47-09.wav
3,Spectrogram 1,1,2319.886353,2329.389377,151,547.8,human_sound,motorcycle_sound,3,,tami,ELOC22_1654436828881_2022-07-01_14-47-09.wav
4,Spectrogram 1,1,1606.052184,1619.693622,39.8,494.6,human_sound,motorcycle_sound,3,,tami,ELOC22_1654436828881_2022-07-01_14-47-09.wav
5,Spectrogram 1,1,1515.049609,1516.429081,53.1,1460.7,elephant_sound,fart,1,,tami,ELOC22_1654436828881_2022-07-01_14-47-09.wav
6,Spectrogram 1,1,1369.496152,1371.182173,36.4,2161.257,elephant_sound,fart,1,,tami,ELOC22_1654436828881_2022-07-01_14-47-09.wav
7,Spectrogram 1,1,431.6308136,446.4984484,26.6,1009.2,human_sound,motorcycle_sound,3,,tami,ELOC22_1654436828881_2022-07-01_14-47-09.wav
8,Spectrogram 1,1,1437.10527,1438.484742,82.986,1887.531,elephant_sound,fart,1,,tami,ELOC22_1654436828881_2022-07-01_14-47-09.wav
9,Spectrogram 1,1,1485.367229,1486.363514,241.47,1727.034,elephant_sound,fart,1,,tami,ELOC22_1654436828881_2022-07-01_14-47-09.wav
1,Spectrogram 1,1,30.03908345,54.25646804,127,436.5,human_sound,motorcycle_sound,3,,tami,ELOC22_1654436828881_2022-07-01_15-47-09.wav
2,Spectrogram 1,1,210.841502,221.8772722,100.5,455,human_sound,motorcycle_sound,3,,tami,ELOC22_1654436828881_2022-07-01_15-47-09.wav
3,Spectrogram 1,1,757.373512,767.1830855,101.6,592.4,human_sound,motorcycle_sound,3,,tami,ELOC22_1654436828881_2022-07-01_15-47-09.wav
4,Spectrogram 1,1,857.8792794,859.4120252,9.2,1431.1,elephant_sound,fart,1,,tami,ELOC22_1654436828881_2022-07-01_15-47-09.wav
1,Spectrogram 1,1,1946.690697,1952.337755,19.5,32.8,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
2,Spectrogram 1,1,1992.043636,1995.573048,18.9,29.8,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
3,Spectrogram 1,1,2037.783678,2043.607207,18.2,32.8,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
4,Spectrogram 1,1,2048.371912,2053.489559,21.1,37,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
5,Spectrogram 1,1,2079.783676,2084.724852,20.6,38.3,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
6,Spectrogram 1,1,2091.783676,2096.371911,20.6,44.7,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
7,Spectrogram 1,1,2251.815907,2256.404142,15.1,51.6,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
8,Spectrogram 1,1,2257.286495,2265.051201,17.2,59.8,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
9,Spectrogram 1,1,2272.110024,2277.0512,15.1,50.8,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
10,Spectrogram 1,1,2289.404141,2298.0512,19.4,32.3,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
11,Spectrogram 1,1,2300.248537,2307.660301,14.6,45.6,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
12,Spectrogram 1,1,2310.660301,2314.542654,22.4,31,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
13,Spectrogram 1,1,2328.377597,2336.318773,18.5,36.6,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
14,Spectrogram 1,1,2352.554067,2358.024655,12.9,40,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
15,Spectrogram 1,1,2388.432645,2393.02088,20.2,42.2,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
16,Spectrogram 1,1,2393.550291,2397.962056,21.1,61.1,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
17,Spectrogram 1,1,2401.844409,2408.726762,19.8,52.5,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
18,Spectrogram 1,1,2434.271332,2438.506626,18.5,42.2,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
19,Spectrogram 1,1,2502.206799,2506.618564,20.2,28.8,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
20,Spectrogram 1,1,2506.618564,2510.324446,22.4,30.5,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
21,Spectrogram 1,1,2720.316861,2724.905096,21.5,29.2,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
22,Spectrogram 1,1,2820.739977,2827.269388,21.5,31,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
23,Spectrogram 1,1,3025.29037,3030.055075,21.9,61.1,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
24,Spectrogram 1,1,2204.092965,2207.622376,21.3,29.2,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
25,Spectrogram 1,1,3186.804438,3190.157379,17,25.5,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
26,Spectrogram 1,1,3196.863261,3200.569143,19.5,24.9,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_21-08-17.wav
1,Spectrogram 1,1,2766.202645,2767.235183,0,8000,elephant_sound,snort,3,,fanny,ELOC2_1654520897346_2022-06-06_22-08-17.wav
2,Spectrogram 1,1,2768.61921,2773.043989,21.4,36.6,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_22-08-17.wav
3,Spectrogram 1,1,2777.054472,2781.479251,39.5,54.9,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_22-08-17.wav
4,Spectrogram 1,1,2770.959765,2777.157676,15,59.8,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_22-08-17.wav
5,Spectrogram 1,1,3252.451738,3255.445822,3.7,3256.1,elephant_sound,unidentified,1,,fanny,ELOC2_1654520897346_2022-06-06_22-08-17.wav
6,Spectrogram 1,1,58.23694499,63.17038256,17.287,55.851,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_22-08-17.wav
7,Spectrogram 1,1,53.56779871,56.2988088,15.957,30.585,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_22-08-17.wav
8,Spectrogram 1,1,186.8146678,191.2195228,4.956,63.877,elephant_vocalization,growl,3,,fanny,ELOC2_1654520897346_2022-06-06_22-08-17.wav
10,Spectrogram 1,1,150.9174779,158.4938285,13.566,80.383,elephant_vocalization,growl,2,,fanny,ELOC2_1654520897346_2022-06-06_22-08-17.wav
11,Spectrogram 1,1,293.2966761,299.5515701,10.278,81.537,elephant_vocalization,growl,2,,fanny,ELOC2_1654520897346_2022-06-06_22-08-17.wav
12,Spectrogram 1,1,300.5003987,303.5837971,17.815,33.574,elephant_vocalization,growl,2,,fanny,ELOC2_1654520897346_2022-06-06_22-08-17.wav
